ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000007372	5080	PAX6	11	31806340	31839509	-1	protein_coding	paired box 6 [Source:HGNC Symbol;Acc:8620]
ENSG00000007376	113000	RPUSD1	16	834974	838397	-1	protein_coding	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]
ENSG00000007384	64285	RHBDF1	16	108058	126354	-1	protein_coding	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]
ENSG00000007392	55692	LUC7L	16	238968	279462	-1	protein_coding	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]
ENSG00000007402	9254	CACNA2D2	3	50400233	50541675	-1	protein_coding	calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:1400]
ENSG00000007516	8938	BAIAP3	16	1383602	1399439	1	protein_coding	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:948]
ENSG00000007520	115939	TSR3	16	1399241	1401912	-1	protein_coding	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14175]
ENSG00000007541	9091	PIGQ	16	616995	634136	1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]
ENSG00000007545	57585	CRAMP1L	16	1662326	1727909	1	protein_coding	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]
ENSG00000007866	7005	TEAD3	6	35441374	35464853	-1	protein_coding	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]
ENSG00000007908	6401	SELE	1	169691781	169733846	-1	protein_coding	selectin E [Source:HGNC Symbol;Acc:10718]
ENSG00000007923	55735	DNAJC11	1	6694228	6761984	-1	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:25570]
ENSG00000007933	2328	FMO3	1	171060018	171086959	1	protein_coding	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:3771]
ENSG00000007944	29116	MYLIP	6	16129356	16148479	1	protein_coding	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]
ENSG00000007952	27035	NOX1	X	100098313	100129334	-1	protein_coding	NADPH oxidase 1 [Source:HGNC Symbol;Acc:7889]
ENSG00000007968	1870	E2F2	1	23832922	23857712	-1	protein_coding	E2F transcription factor 2 [Source:HGNC Symbol;Acc:3114]
ENSG00000008018	5689	PSMB1	6	170844205	170862429	-1	protein_coding	proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:9537]
ENSG00000008056	6853	SYN1	X	47431303	47479252	-1	protein_coding	synapsin I [Source:HGNC Symbol;Acc:11494]
ENSG00000008083	3720	JARID2	6	15246527	15522252	1	protein_coding	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]
ENSG00000008086	6792	CDKL5	X	18443703	18671749	1	protein_coding	cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411]
ENSG00000008118	57172	CAMK1G	1	209757062	209787283	1	protein_coding	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]
ENSG00000008128	728642	CDK11A	1	1634169	1655766	-1	protein_coding	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]
ENSG00000008128	984	CDK11A	1	1634169	1655766	-1	protein_coding	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]
ENSG00000008130	65220	NADK	1	1682671	1711896	-1	protein_coding	NAD kinase [Source:HGNC Symbol;Acc:29831]
ENSG00000008196	7021	TFAP2B	6	50786436	50815326	1	protein_coding	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:11743]
ENSG00000008197	83741	TFAP2D	6	50681541	50740701	1	protein_coding	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:15581]
ENSG00000008226	9940	DLEC1	3	38080696	38165516	1	protein_coding	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:2899]
ENSG00000008256	9265	CYTH3	7	6201407	6312275	-1	protein_coding	cytohesin 3 [Source:HGNC Symbol;Acc:9504]
ENSG00000008277	53616	ADAM22	7	87563458	87832204	1	protein_coding	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:201]
ENSG00000008282	6856	SYPL1	7	105730949	105753022	-1	protein_coding	synaptophysin-like 1 [Source:HGNC Symbol;Acc:11507]
ENSG00000008283	1534	CYB561	17	61509665	61523739	-1	protein_coding	cytochrome b561 [Source:HGNC Symbol;Acc:2571]
ENSG00000008294	9043	SPAG9	17	49039535	49198226	-1	protein_coding	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]
ENSG00000008300	1951	CELSR3	3	48673902	48700348	-1	protein_coding	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]
ENSG00000008311	10157	AASS	7	121715701	121784334	-1	protein_coding	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]
ENSG00000008323	55200	PLEKHG6	12	6419602	6437672	1	protein_coding	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]
ENSG00000008324	51188	SS18L2	3	42623332	42636606	1	protein_coding	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]
ENSG00000008382	84954	MPND	19	4343524	4360083	1	protein_coding	MPN domain containing [Source:HGNC Symbol;Acc:25934]
ENSG00000008394	4257	MGST1	12	16500076	16762193	1	protein_coding	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]
ENSG00000008405	1407	CRY1	12	107385142	107487607	-1	protein_coding	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]
ENSG00000008438	8993	PGLYRP1	19	46522411	46526323	-1	protein_coding	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]
ENSG00000008441	4784	NFIX	19	13106422	13209610	1	protein_coding	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]
ENSG00000008513	6482	ST3GAL1	8	134467091	134584183	-1	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]
ENSG00000008516	64386	MMP25	16	3096682	3110727	1	protein_coding	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]
ENSG00000008517	9235	IL32	16	3115298	3131908	1	protein_coding	interleukin 32 [Source:HGNC Symbol;Acc:16830]
ENSG00000008710	101930075	PKD1	16	2138711	2185899	-1	protein_coding	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]
ENSG00000008710	5310	PKD1	16	2138711	2185899	-1	protein_coding	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]
ENSG00000008735	23542	MAPK8IP2	22	51039114	51052409	1	protein_coding	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]
ENSG00000008838	102466757	MED24	17	38175350	38217468	-1	protein_coding	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
ENSG00000008838	9862	MED24	17	38175350	38217468	-1	protein_coding	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
ENSG00000008853	23221	RHOBTB2	8	22844930	22877712	1	protein_coding	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]
ENSG00000008869	54497	HEATR5B	2	37195526	37311485	-1	protein_coding	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:29273]
ENSG00000008952	7095	SEC62	3	169684423	169716161	1	protein_coding	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]
ENSG00000008988	26795	RPS20	8	56979854	56987069	-1	protein_coding	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]
ENSG00000008988	6224	RPS20	8	56979854	56987069	-1	protein_coding	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]
ENSG00000009307	7812	CSDE1	1	115259534	115301297	-1	protein_coding	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]
ENSG00000009335	9690	UBE3C	7	156931607	157062066	1	protein_coding	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]
ENSG00000009413	5980	REV3L	6	111620234	111804918	-1	protein_coding	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]
ENSG00000009694	10178	TENM1	X	123509753	124097666	-1	protein_coding	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:8117]
ENSG00000009709	5081	PAX7	1	18957500	19075360	1	protein_coding	paired box 7 [Source:HGNC Symbol;Acc:8621]
ENSG00000009724	10747	MASP2	1	11086580	11107290	-1	protein_coding	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]
ENSG00000009765	389434	IYD	6	150690028	150727105	1	protein_coding	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]
ENSG00000009780	199870	FAM76A	1	28052490	28089633	1	protein_coding	family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]
ENSG00000009790	80342	TRAF3IP3	1	209929377	209955668	1	protein_coding	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]
ENSG00000009830	29954	POMT2	14	77741299	77787227	-1	protein_coding	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]
ENSG00000009844	51534	VTA1	6	142468367	142545826	1	protein_coding	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]
ENSG00000009950	51085	MLXIPL	7	73007524	73038873	-1	protein_coding	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]
ENSG00000009954	9031	BAZ1B	7	72854728	72936608	-1	protein_coding	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]
ENSG00000010017	10048	RANBP9	6	13621730	13711796	-1	protein_coding	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]
ENSG00000010030	51513	ETV7	6	36322419	36356164	-1	protein_coding	ets variant 7 [Source:HGNC Symbol;Acc:18160]
ENSG00000010072	83932	SPRTN	1	231472850	231490769	1	protein_coding	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]
ENSG00000010165	51603	METTL13	1	171750788	171783163	1	protein_coding	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]
ENSG00000010219	8798	DYRK4	12	4671370	4723325	1	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]
ENSG00000010244	7756	ZNF207	17	30677136	30708905	1	protein_coding	zinc finger protein 207 [Source:HGNC Symbol;Acc:12998]
ENSG00000010256	7384	UQCRC1	3	48636435	48648409	-1	protein_coding	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]
ENSG00000010270	83930	STARD3NL	7	38217824	38270272	1	protein_coding	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]
ENSG00000010278	928	CD9	12	6308881	6347425	1	protein_coding	CD9 molecule [Source:HGNC Symbol;Acc:1709]
ENSG00000010282	57467	HHATL	3	42734155	42744319	-1	protein_coding	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]
ENSG00000010292	9918	NCAPD2	12	6602522	6641121	1	protein_coding	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]
ENSG00000010295	25900	IFFO1	12	6647541	6665239	-1	protein_coding	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]
ENSG00000010310	2696	GIPR	19	46171502	46186982	1	protein_coding	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]
ENSG00000010318	51533	PHF7	3	52444673	52457657	1	protein_coding	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]
ENSG00000010319	56920	SEMA3G	3	52467069	52479101	-1	protein_coding	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]
ENSG00000010322	11188	NISCH	3	52489134	52527087	1	protein_coding	nischarin [Source:HGNC Symbol;Acc:18006]
ENSG00000010327	23166	STAB1	3	52529354	52558511	1	protein_coding	stabilin 1 [Source:HGNC Symbol;Acc:18628]
ENSG00000010361	80199	FUZ	19	50310126	50320633	-1	protein_coding	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]
ENSG00000010379	6540	SLC6A13	12	329789	372039	-1	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]
ENSG00000010404	3423	IDS	X	148558521	148615470	-1	protein_coding	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:5389]
ENSG00000010438	5646	PRSS3	9	33750515	33799230	1	protein_coding	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]
ENSG00000010539	7752	ZNF200	16	3272325	3286221	-1	protein_coding	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]
ENSG00000010610	920	CD4	12	6896024	6929974	1	protein_coding	CD4 molecule [Source:HGNC Symbol;Acc:1678]
ENSG00000010626	10233	LRRC23	12	6982733	7023407	1	protein_coding	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]
ENSG00000010671	695	BTK	X	100604435	100641183	-1	protein_coding	Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:1133]
ENSG00000010704	3077	HFE	6	26087509	26098571	1	protein_coding	hemochromatosis [Source:HGNC Symbol;Acc:4886]
ENSG00000010803	22955	SCMH1	1	41492872	41707826	-1	protein_coding	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]
ENSG00000010810	2534	FYN	6	111981535	112194655	-1	protein_coding	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]
ENSG00000010818	3097	HIVEP2	6	143072604	143266338	-1	protein_coding	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]
ENSG00000010932	2326	FMO1	1	171217638	171255117	1	protein_coding	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]
ENSG00000011007	6924	TCEB3	1	24069645	24088549	1	protein_coding	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]
ENSG00000011009	11313	LYPLA2	1	24117460	24122029	1	protein_coding	lysophospholipase II [Source:HGNC Symbol;Acc:6738]
ENSG00000011021	1185	CLCN6	1	11866207	11903201	1	protein_coding	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]
ENSG00000011028	9902	MRC2	17	60704762	60770958	1	protein_coding	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]
ENSG00000011052	654364	NME2	17	49230951	49249105	1	protein_coding	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]
ENSG00000011052	4831	NME2	17	49230951	49249105	1	protein_coding	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]
ENSG00000011083	6534	SLC6A7	5	149569520	149602351	1	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]
ENSG00000011105	10867	TSPAN9	12	3186521	3395730	1	protein_coding	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]
ENSG00000011114	55727	BTBD7	14	93703896	93799438	-1	protein_coding	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]
ENSG00000011132	9546	APBA3	19	3750817	3761697	-1	protein_coding	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]
ENSG00000011143	54903	MKS1	17	56282803	56296966	-1	protein_coding	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]
ENSG00000011198	51099	ABHD5	3	43731605	43775863	1	protein_coding	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:21396]
ENSG00000011201	3730	KAL1	X	8496915	8700227	-1	protein_coding	Kallmann syndrome 1 sequence [Source:HGNC Symbol;Acc:6211]
ENSG00000011243	26993	AKAP8L	19	15490859	15529952	-1	protein_coding	A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:29857]
ENSG00000011258	54799	MBTD1	17	49254786	49337524	-1	protein_coding	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]
ENSG00000011260	51096	UTP18	17	49337889	49375297	1	protein_coding	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]
ENSG00000011275	54476	RNF216	7	5659678	5821370	-1	protein_coding	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]
ENSG00000011295	54902	TTC19	17	15902694	15948329	1	protein_coding	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]
ENSG00000011304	100616459	PTBP1	19	797075	812327	1	protein_coding	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
ENSG00000011304	5725	PTBP1	19	797075	812327	1	protein_coding	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
ENSG00000011332	8193	DPF1	19	38701646	38720354	-1	protein_coding	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]
ENSG00000011347	9066	SYT7	11	61282785	61348620	-1	protein_coding	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]
ENSG00000011376	23395	LARS2	3	45429998	45590913	1	protein_coding	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]
ENSG00000011405	5286	PIK3C2A	11	17099277	17229530	-1	protein_coding	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]
ENSG00000011422	5329	PLAUR	19	44150247	44174699	-1	protein_coding	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]
ENSG00000011426	54443	ANLN	7	36429415	36493400	1	protein_coding	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]
ENSG00000011451	58525	WIZ	19	15532319	15560762	-1	protein_coding	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]
ENSG00000011454	23637	RABGAP1	9	125703112	125867145	1	protein_coding	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]
ENSG00000011465	1634	DCN	12	91539025	91576900	-1	protein_coding	decorin [Source:HGNC Symbol;Acc:2705]
ENSG00000011478	54814	QPCTL	19	46195741	46207247	1	protein_coding	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]
ENSG00000011485	5536	PPP5C	19	46850251	46896238	1	protein_coding	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]
ENSG00000011523	23177	CEP68	2	65283500	65314138	1	protein_coding	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]
ENSG00000011566	8491	MAP4K3	2	39476407	39664453	-1	protein_coding	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]
ENSG00000011590	27033	ZBTB32	19	36195429	36207940	1	protein_coding	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]
ENSG00000011600	7305	TYROBP	19	36395303	36399197	-1	protein_coding	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:12449]
ENSG00000011638	57146	TMEM159	16	21169698	21191937	1	protein_coding	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]
ENSG00000011677	2556	GABRA3	X	151334706	151619830	-1	protein_coding	gamma-aminobutyric acid (GABA) A receptor, alpha 3 [Source:HGNC Symbol;Acc:4077]
ENSG00000012048	672	BRCA1	17	41196312	41277500	-1	protein_coding	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]
ENSG00000012061	2067	ERCC1	19	45910591	45982086	-1	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]
ENSG00000012124	933	CD22	19	35810164	35838258	1	protein_coding	CD22 molecule [Source:HGNC Symbol;Acc:1643]
ENSG00000012174	51360	MBTPS2	X	21857754	21903542	1	protein_coding	membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:15455]
ENSG00000012211	4007	PRICKLE3	X	49031151	49042845	-1	protein_coding	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]
ENSG00000012223	4057	LTF	3	46477136	46526724	-1	protein_coding	lactotransferrin [Source:HGNC Symbol;Acc:6720]
ENSG00000012232	2137	EXTL3	8	28457986	28613116	1	protein_coding	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]
ENSG00000012504	9971	NR1H4	12	100867486	100958191	1	protein_coding	nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:7967]
ENSG00000012660	60481	ELOVL5	6	53132196	53213947	-1	protein_coding	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]
ENSG00000012779	240	ALOX5	10	45869661	45941561	1	protein_coding	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]
ENSG00000012817	8284	KDM5D	Y	21865751	21906825	-1	protein_coding	lysine (K)-specific demethylase 5D [Source:HGNC Symbol;Acc:11115]
ENSG00000012822	57658	CALCOCO1	12	54104903	54121529	-1	protein_coding	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:29306]
ENSG00000012963	55148	UBR7	14	93673401	93695561	1	protein_coding	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]
ENSG00000012983	11183	MAP4K5	14	50885219	51027844	-1	protein_coding	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]
ENSG00000013016	30845	EHD3	2	31456880	31492313	1	protein_coding	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]
